university,name,code,number,circleguide_url,status,source,twitter,instagram,line,website,email,search_status,nickname,youtube,tiktok,facebook,contact_method,description,appeal,genre,is_intercollege,campus,location_detail,activity_frequency,activity_schedule,atmosphere,camp_info,attendance_policy,member_count,gender_ratio,grade_composition,other_universities,founded_year,allows_dual_membership,accepts_late_entry,entry_requirements,fee_entry,fee_annual,fee_other,shinkan_info,events,achievements,sponsorship_history,external_activities,alumni_careers,annual_budget,event_attendance,photo_urls,extract_status
慶應義塾大学,鉄道研究会,文化団体連盟,,,公認,keio_pdf,https://x.com/KeioRailwayClub,https://instagram.com/yamada_ymkn,,,ayuminakayama@keio.jp,ok(3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
慶應義塾大学,ファンタジー研究会,文化団体連盟,,,公認,keio_pdf,https://x.com/kftken,https://instagram.com/yamada_ymkn,,,,ok(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
慶應義塾大学,茶道会(医学部),文化団体連盟,,,公認,keio_pdf,https://x.com/keiosado,https://instagram.com/keiosado,,,ayuminakayama@keio.jp,ok(3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
慶應義塾大学,まうふる,文化団体連盟,,,公認,keio_pdf,https://x.com/keiomauhuru,https://instagram.com/mauhuru_keio,,,,ok(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
慶應義塾大学,弓術部,体育会,,,公認,keio_pdf,https://x.com/kqc_shinkan,https://instagram.com/keio_kyujutsu,,,orien.keiokyujyutsu@gmail.com,ok(3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
慶應義塾大学,蹴球部(医学部),体育会,,,公認,keio_pdf,https://x.com/keiomed_soccer,https://instagram.com/keio_med_soccer,,,,ok(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
慶應義塾大学,軟式庭球部(理工学部),体育会,,,公認,keio_pdf,https://x.com/yagamisofuteni,https://instagram.com/keio_tennis,,,,ok(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
慶應義塾大学,軟式野球部(理工学部),体育会,,,公認,keio_pdf,https://x.com/keio_yagami_bbc,https://instagram.com/st.keio_nanshiki,,,,ok(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
慶應義塾大学,合気道部(理工学部),体育会,,,公認,keio_pdf,,https://instagram.com/aikido.keio,,,ayuminakayama@keio.jp,ok(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
慶應義塾大学,関東慶應学生会,全塾協議会,,,公認,keio_pdf,https://x.com/takenokai,https://instagram.com/popular,,,,ok(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
慶應義塾大学,三田祭実行委員会,全塾協議会,,,公認,keio_pdf,https://x.com/mtjt_orien,https://instagram.com/mitasai_orien,,,,ok(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
慶應義塾大学,四谷祭実行委員会,全塾協議会,,,公認,keio_pdf,https://x.com/yotsuyasai,https://instagram.com/yotsuyasai_shinkan,,,yamadai.fes@gmail.com,ok(3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
慶應義塾大学,矢上祭実行委員会,全塾協議会,,,公認,keio_pdf,,https://instagram.com/yagamifes_somu_shinkan,,,,ok(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
慶應義塾大学,九州・沖縄慶應学生会,全塾協議会,,,公認,keio_pdf,,https://instagram.com/keio_omc,,,,ok(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
慶應義塾大学,理工学部テニスコート運営委員会,その他,,,公認,keio_pdf,,https://instagram.com/keio_fed,,,,ok(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
慶應義塾大学,バスケットボールフリーク鳩バス,独立団体,,,公認,keio_pdf,https://x.com/hatobas_keio,https://instagram.com/hatobas.keio.2020,,,,ok(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
慶應義塾大学,フォーエバー硬式庭球会,独立団体,,,公認,keio_pdf,https://x.com/KeioForever2021,https://instagram.com/keioforever2026,,,,ok(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
慶應義塾大学,ウインドサーフィン部,独立団体,,,公認,keio_pdf,https://x.com/windsurfingkeio,https://instagram.com/keio_windsurfing_official,,,,ok(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
慶應義塾大学,医師国家試験対策委員会,独立団体,,,公認,keio_pdf,,https://instagram.com/keiomed.athletes,,,,ok(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
慶應義塾大学,写真部,独立団体,,,公認,keio_pdf,https://x.com/keiocameraclub,https://instagram.com/keio.camera.club,,,,ok(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
