university,name,code,number,circleguide_url,status,source,twitter,instagram,line,website,email,search_status,nickname,youtube,tiktok,facebook,contact_method,description,appeal,genre,is_intercollege,campus,location_detail,activity_frequency,activity_schedule,atmosphere,camp_info,attendance_policy,member_count,gender_ratio,grade_composition,other_universities,founded_year,allows_dual_membership,accepts_late_entry,entry_requirements,fee_entry,fee_annual,fee_other,shinkan_info,events,achievements,sponsorship_history,external_activities,alumni_careers,annual_budget,event_attendance,photo_urls,extract_status
九州大学,アメリカンフットボール部,体育系,,,公認,kyushu_web,https://x.com/palookas_2025,https://instagram.com/palookas.kyushu,,,,ok(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
九州大学,サッカー部,体育系,,,公認,kyushu_web,https://x.com/diego_kyushu_u,https://instagram.com/kyudaisoccer_official,,,,ok(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
九州大学,水泳部,体育系,,,公認,kyushu_web,https://x.com/kyushuswim,https://instagram.com/kyushu_univ.swimteam,,,,ok(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
九州大学,化学研究部,文化系,,,公認,kyushu_web,https://x.com/Q_Chemicalclub,https://instagram.com/qchem_chem,,,,ok(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
九州大学,カフェ運営サークル,文化系,,,公認,kyushu_web,https://x.com/culture_cafe,https://instagram.com/kyudai_student_cafe,,,,ok(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
九州大学,狩猟研究会,文化系,,,公認,kyushu_web,https://x.com/kyudai_syuryo,,,,,ok(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
九州大学,アイスホッケー部,体育系,,,公認,kyushu_web,https://x.com/Quni_icehockey,https://instagram.com/kyushu_icehock,,https://kyushuicehockey.jimdofree.com/,,ok(3),,,,,,,,,,,,,日,,,,,,,,,,,,,,,---  ## 新入部員募集中！  新歓情報やアイスホッケー部の日常について  詳しく知りたい方はこちら  [more](/新入生へ/)  ---  ## What is Ice Hockey？  ![](https://image.j,,,,,,,,https://image.jimcdn.com/app/cms/image/transf/dimension=128x10000:format=png/path/safa19c5c4b52f05f/image/if89e28d81572ff03/version/1687856911/image.png; https://image.jimcdn.com/app/cms/image/transf/dimension=466x10000:format=png/path/safa19c5c4b52f05f/image/i177e590f8771ae22/version/1687884874/image.png,ok(3)
九州大学,アーチェリー部,体育系,,,公認,kyushu_web,https://x.com/kuac_now,https://instagram.com/qu_arc_welcome25,,https://quarchery.sakura.ne.jp/forfreshman/,,ok(3),,,,,DM,,,,,,,,,,,,,,,,,,,体験参加後/見学歓迎,,,,関する質問や体験・入部希望など、お気軽に新歓用アカウントのDMまでお問い合わせください。   中の人も頑張って返信しますが、もし返信がない場合は洋弓部公式TwitterまでDMください。爆速で返信します。  新歓用インスタ  新歓用Twit,,,,,,,,,ok(3)
九州大学,合気道部,体育系,,,公認,kyushu_web,https://x.com/qdai_aikidou,https://instagram.com/aikido_kyushu_u,,https://kyudaicirclehp.wixsite.com/info/ito-sports/%E4%B9%9D%E5%B7%9E%E5%A4%A7%E5%AD%A6%E5%90%88%E6%B0%97%E9%81%93%E9%83%A8,,ok(3),,,,,LINE,,,,,,,,日,,,,,,,,,,,,,,,ner_2024)  [![九大サークル新歓ロゴ-07.png](https://static.wixstatic.com/media/bcd7f4_7561425238de425d87a9c69763b418b2~mv2.png/v1/,,,,,,,,"https://static.wixstatic.com/media/bcd7f4_7561425238de425d87a9c69763b418b2~mv2.png/v1/crop/x_0,y_231,w_1131,h_651/fill/w_104,h_57,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/%E4%B9%9D%E5%A4%A7%E3%82%B5%E3%83%BC%E3%82%AF%E3%83%AB%E6%96%B0%E6%AD%93%E3%83%AD%E3%82%B3%E3%82%99-07.png",ok(4)
九州大学,応援団,体育系,,,公認,kyushu_web,https://x.com/qdai_endan,https://instagram.com/qdai_endan,,https://kyudaicirclehp.wixsite.com/info/ito-sports/%E4%B9%9D%E5%B7%9E%E5%A4%A7%E5%AD%A6%E5%BF%9C%E6%8F%B4%E5%9B%A3,qdai.endan@gmail.com,ok(4),,,,,LINE,,,,,,,,,,,,,,,,,,,誰でも可,,,,ner_2024)  [![九大サークル新歓ロゴ-07.png](https://static.wixstatic.com/media/bcd7f4_7561425238de425d87a9c69763b418b2~mv2.png/v1/,,,,,,,,"https://static.wixstatic.com/media/bcd7f4_7561425238de425d87a9c69763b418b2~mv2.png/v1/crop/x_0,y_231,w_1131,h_651/fill/w_104,h_57,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/%E4%B9%9D%E5%A4%A7%E3%82%B5%E3%83%BC%E3%82%AF%E3%83%AB%E6%96%B0%E6%AD%93%E3%83%AD%E3%82%B3%E3%82%99-07.png",ok(4)
