university,name,code,number,circleguide_url,status,source,twitter,instagram,line,website,email,search_status,nickname,youtube,tiktok,facebook,contact_method,description,appeal,genre,is_intercollege,campus,location_detail,activity_frequency,activity_schedule,atmosphere,camp_info,attendance_policy,member_count,gender_ratio,grade_composition,other_universities,founded_year,allows_dual_membership,accepts_late_entry,entry_requirements,fee_entry,fee_annual,fee_other,shinkan_info,events,achievements,sponsorship_history,external_activities,alumni_careers,annual_budget,event_attendance,photo_urls,extract_status
名古屋大学,医学部混声合唱団,文化系,,,公認,nagoya_web,https://x.com/ikon_chorus,https://instagram.com/ikon_chorus,,,,ok(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
名古屋大学,快踊乱舞,文化系,,,公認,nagoya_web,https://x.com/kaitoramma,https://instagram.com/kaitoramma,,,kaito.ramma@gmail.com,ok(3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
名古屋大学,ジャズ研究会,文化系,,,公認,nagoya_web,https://x.com/jazz_nujazzken,https://instagram.com/nu_jazzken,,,,ok(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
名古屋大学,吹奏楽団,文化系,,,公認,nagoya_web,https://x.com/nagosui,https://instagram.com/nagosui,,,,ok(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
名古屋大学,哲学同好会,文化系,,,公認,nagoya_web,https://x.com/meidaidokusyo,https://instagram.com/kagaq,,,,ok(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
名古屋大学,アイスホッケー部,体育会,,,公認,nagoya_web,https://x.com/nu_icehockey25,https://instagram.com/nagoyauni.icehockeyteam,,,,ok(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
名古屋大学,応援団,体育会,,,公認,nagoya_web,https://x.com/meidai_ouendan,https://instagram.com/meidai_ouendan,,,,ok(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
名古屋大学,ボート部,体育会,,,公認,nagoya_web,https://x.com/meidairowing,https://instagram.com/meidai.rowingshinkan,,,,ok(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
名古屋大学,ソフトテニス部,体育会,,,公認,nagoya_web,https://x.com/parabol85350984,https://instagram.com/flat_ncu_softtennis,,,,ok(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
名古屋大学,女子ソフトボール部,体育会,,,公認,nagoya_web,https://x.com/m_softball_m,https://instagram.com/m_softball_mm,,,,ok(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
名古屋大学,卓球部,体育会,,,公認,nagoya_web,https://x.com/nuttc_bot,https://instagram.com/numttc,,,,ok(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
名古屋大学,トライアスロン部,体育会,,,公認,nagoya_web,https://x.com/eranyaa1991,https://instagram.com/eranyaa1991,,,,ok(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
