university,name,code,number,circleguide_url,status,source,twitter,instagram,line,website,email,search_status,nickname,youtube,tiktok,facebook,contact_method,description,appeal,genre,is_intercollege,campus,location_detail,activity_frequency,activity_schedule,atmosphere,camp_info,attendance_policy,member_count,gender_ratio,grade_composition,other_universities,founded_year,allows_dual_membership,accepts_late_entry,entry_requirements,fee_entry,fee_annual,fee_other,shinkan_info,events,achievements,sponsorship_history,external_activities,alumni_careers,annual_budget,event_attendance,photo_urls,extract_status
国際基督教大学,ストリートダンスサークル（Smooth Steppers）,運動系,,,公認,icu_web,https://x.com/smoothsteppers,https://instagram.com/smooth_steppers,,,,ok(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
国際基督教大学,AIESEC ICU,文化系,,,公認,icu_web,https://x.com/icu_arc,https://instagram.com/icuofficialtokyo,,,,ok(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
国際基督教大学,合氣道部,運動系,,,公認,icu_web,https://x.com/icud6,https://instagram.com/icu_undique,,https://www.icu.ac.jp/campuslife/club/sports_activities.html,icucircled6@gmail.com,ok(4),Apostles,,,,DM/メール,,,,true,,体育館/グラウンド/コート/プール/部室,週３回,毎週金曜日,初心者歓迎,あり,,,,,東大,,,可,体験参加後/見学歓迎/誰でも可,,,,,大会/合宿/公演,優勝/入賞,,,,,,http://icu-ac-jp-1942707526.ap-northeast-1.elb.amazonaws.com/campuslife/images/Aikido.jpg; http://icu-ac-jp-1942707526.ap-northeast-1.elb.amazonaws.com/campuslife/images/Aikido%20%282%29.JPG; http://icu-ac-jp-1942707526.ap-northeast-1.elb.amazonaws.com/campuslife/images/Aikido%20%282%29.JPG,ok(14)
国際基督教大学,アーチェリー部,運動系,,,公認,icu_web,https://x.com/ICUArtemis,https://instagram.com/icu.archery,,https://www.icu.ac.jp/campuslife/club/,icu.footloose1993@gmail.com,ok(4),ICU,,,https://www.facebook.com/icufootballclub,DM/メール/LINE,,,,true,早稲田,グラウンド/教室/スタジオ/コート/プール/部室,週に3回,月,ゆるい/アットホーム/初心者歓迎,あり,,４０人,,学部+院生,東大/早稲田,,可,可,体験参加後/見学歓迎/誰でも可,,,,を過ごしましょう！  ### 連絡先  新歓 Instagram アカウント   Instagram: [@icu\_mens\_tennis\_shinkan](https://www.instagram.com/icu_mens_ten,学園祭/大会/合宿/発表会/演奏会/公演,優勝/入賞/全国大会/メディア,,ボランティア,,,,,ok(20)
国際基督教大学,アメリカンフットボール部（Apostles）,運動系,,,公認,icu_web,https://x.com/icu_apostles,https://instagram.com/icu_apostles,,https://icuapostlesblog.tumblr.com/page/3,,ok(3),,,,,DM/LINE,,,,false,,グラウンド/プール,週に３回,日,,あり,,,,,,,,可,,,,,回お伝えしていますが、Apostlesの新歓グループに入りたい新入生、大歓迎なのでぜひお声かけください！  ## HAPPY BIRTHDAY！  みなさんこんにちは！本日3/25、お誕生日を迎える部員がいます！  ![image](htt,合宿,受賞,,,,,,https://64.media.tumblr.com/5b311fdc7b233f27b9b52332dbffefee/ad35398666c93e0f-17/s128x128u_c1/801f9c3adeb27be53fe76cd5fd6a5afbedf62a61.jpg; https://64.media.tumblr.com/c951d761f05c03a756683473a32bfaff/8ffe6067006c9a2d-0f/s1280x1920/a5c3b89f860abdea765f153bc7ef45b914416743.jpg; https://64.media.tumblr.com/4b04535837cefb0aaa9e10bf8b779176/8ffe6067006c9a2d-d8/s1280x1920/5a8a67b2d44a9dbe38748a024fbddc2d8539984c.jpg,ok(11)
国際基督教大学,空手道部（伝統空手）,運動系,,,公認,icu_web,,,,https://www.icu.ac.jp/campuslife/club/,icu.footloose1993@gmail.com,ok(2),ICU,,,https://www.facebook.com/icufootballclub,DM/メール/LINE,,,,true,早稲田,グラウンド/教室/スタジオ/コート/プール/部室,週に3回,月,ゆるい/アットホーム/初心者歓迎,あり,,４０人,,学部+院生,東大/早稲田,,可,可,体験参加後/見学歓迎/誰でも可,,,,を過ごしましょう！  ### 連絡先  新歓 Instagram アカウント   Instagram: [@icu\_mens\_tennis\_shinkan](https://www.instagram.com/icu_mens_ten,学園祭/大会/合宿/発表会/演奏会/公演,優勝/入賞/全国大会/メディア,,ボランティア,,,,,ok(20)
国際基督教大学,競技ダンス部,運動系,,,公認,icu_web,,https://instagram.com/icu.ballroomdance,,https://cheer-community.com/sch1028/,icu.footloose1993@gmail.com,ok(3),ICU ANGELS,,,,,,,,true,,教室,週2回,月,アットホーム/初心者歓迎,,,,,,中央,,,,誰でも可,,,,,大会/公演,優勝,,,,,,https://cheer-community.com/images-raw/common/logo.png,ok(11)
国際基督教大学,クラシックバレエサークル,運動系,,,公認,icu_web,https://x.com/Icu_Ballet,https://instagram.com/icuballet,,https://www.icu.ac.jp/campuslife/club/,icu.footloose1993@gmail.com,ok(4),ICU,,,https://www.facebook.com/icufootballclub,DM/メール/LINE,,,,true,早稲田,グラウンド/教室/スタジオ/コート/プール/部室,週に3回,月,ゆるい/アットホーム/初心者歓迎,あり,,４０人,,学部+院生,東大/早稲田,,可,可,体験参加後/見学歓迎/誰でも可,,,,を過ごしましょう！  ### 連絡先  新歓 Instagram アカウント   Instagram: [@icu\_mens\_tennis\_shinkan](https://www.instagram.com/icu_mens_ten,学園祭/大会/合宿/発表会/演奏会/公演,優勝/入賞/全国大会/メディア,,ボランティア,,,,,ok(20)
国際基督教大学,剣道部,運動系,,,公認,icu_web,,https://instagram.com/icukendoclub,,https://www.icu.ac.jp/campuslife/club/,icu.footloose1993@gmail.com,ok(3),ICU,,,https://www.facebook.com/icufootballclub,DM/メール/LINE,,,,true,早稲田,グラウンド/教室/スタジオ/コート/プール/部室,週に3回,月,ゆるい/アットホーム/初心者歓迎,あり,,４０人,,学部+院生,東大/早稲田,,可,可,体験参加後/見学歓迎/誰でも可,,,,を過ごしましょう！  ### 連絡先  新歓 Instagram アカウント   Instagram: [@icu\_mens\_tennis\_shinkan](https://www.instagram.com/icu_mens_ten,学園祭/大会/合宿/発表会/演奏会/公演,優勝/入賞/全国大会/メディア,,ボランティア,,,,,ok(20)
国際基督教大学,硬式庭球部,運動系,,,公認,icu_web,https://x.com/rikkyotennis,https://instagram.com/icuwomenstennis,,https://www.icu.ac.jp/campuslife/club/,icu.footloose1993@gmail.com,ok(4),ICU,,,https://www.facebook.com/icufootballclub,DM/メール/LINE,,,,true,早稲田,グラウンド/教室/スタジオ/コート/プール/部室,週に3回,月,ゆるい/アットホーム/初心者歓迎,あり,,４０人,,学部+院生,東大/早稲田,,可,可,体験参加後/見学歓迎/誰でも可,,,,を過ごしましょう！  ### 連絡先  新歓 Instagram アカウント   Instagram: [@icu\_mens\_tennis\_shinkan](https://www.instagram.com/icu_mens_ten,学園祭/大会/合宿/発表会/演奏会/公演,優勝/入賞/全国大会/メディア,,ボランティア,,,,,ok(20)
