university,name,code,number,circleguide_url,status,source,twitter,instagram,line,website,email,search_status,nickname,youtube,tiktok,facebook,contact_method,description,appeal,genre,is_intercollege,campus,location_detail,activity_frequency,activity_schedule,atmosphere,camp_info,attendance_policy,member_count,gender_ratio,grade_composition,other_universities,founded_year,allows_dual_membership,accepts_late_entry,entry_requirements,fee_entry,fee_annual,fee_other,shinkan_info,events,achievements,sponsorship_history,external_activities,alumni_careers,annual_budget,event_attendance,photo_urls,extract_status
東北大学,フットサル部,体育部正規,,,公認,tohoku_web,https://x.com/hototogishu0,https://instagram.com/tohoku_futsal,,,,ok(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
東北大学,アーチェリー部,体育部正規,,,公認,tohoku_web,https://x.com/tohoku_archery,https://instagram.com/tohoku_archery,,https://www.gakuyukai.ihe.tohoku.ac.jp/wp-content/uploads/2025/04/%E4%BB%A4%E5%92%8C7%E5%B9%B4%E5%BA%A6%E3%82%B5%E3%83%BC%E3%82%AF%E3%83%AB%E7%B4%B9%E4%BB%8B%E3%83%91%E3%83%B3%E3%83%95%E3%83%AC%E3%83%83%E3%83%88.pdf,t.u.bunkabu@gmail.com,ok(4),UNIVAS,,,,DM/メール/LINE,,,,true,,体育館/グラウンド/教室/コート/プール/部室,週１回,月,ゆるい/アットホーム/初心者歓迎,あり,自由参加,80人,,学部+院生,,,可,可,体験参加後/見学歓迎/誰でも可,,部費：０円,,究棟 北 門 川内駅 南 門 大学祭 新歓 事務局 至 仙台駅 至 仙台駅 川内 グラウンド 川内野球場 場 輪 駐 車 転 自 c 排水処理室2 自転車 駐輪場 g 自転車 駐輪場 i 自転車 駐輪場 h 帯 地 緑 生 芝 附属図書館,大会/合宿/発表会/演奏会,優勝/準優勝/入賞/受賞/全国大会/メディア,,ボランティア/地域貢献,,,,,ok(19)
東北大学,合気道部,体育部正規,,,公認,tohoku_web,https://x.com/tohokuaikidou,https://instagram.com/tohoku_uni_aiki2025,,https://tohokuaiki.jp/,,ok(3),script,,,,DM/LINE,,,,true,,,月3日,月,,あり,,,,学部+院生,,,,可,,,,,,合宿,,,,,,,,ok(9)
東北大学,アメリカンフットボール部,体育部正規,,,公認,tohoku_web,https://x.com/tohokumed_rfc,https://instagram.com/popular,,https://tohoku.2024.giving-campaign.jp/groups?id=c2d36b30-3888-432a-9008-90e0551bee6d,,ok(3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d2pge145h4hrsw.cloudfront.net/tohoku.png; https://d2pge145h4hrsw.cloudfront.net/tohoku.png; https://d3dz0yrkzkfgn0.cloudfront.net/alternative_logomark_image_url/563cc2cd-ee07-46e1-b208-2520ab083bb0.jpg,ok(1)
東北大学,応援団,体育部正規,,,公認,tohoku_web,https://x.com/TGUouen,https://instagram.com/ohendan_tohoku,,https://taiikubu.org.tohoku.ac.jp/wp/wp-content/uploads/2024/04/9.%E7%B7%8F%E6%8B%AC%E7%89%B9%E6%AE%8A_%E7%B7%91-64.pdf,,ok(3),X,,,,,,,,false,,教室/部室,月1回,日,,あり,,,,,中央,,可,,体験参加後/見学歓迎,,,,ダー ・ チアリーダー ・ 吹奏体験会 新歓演舞 野球 ・ バレー春季リーグ応援 団バッジ授与式 硬式野球新人戦応援 北雄杯駅伝 全国七大学総合体育大会応援 ・ 演舞演奏会 夏合宿 野球 ・ アメフト秋季リーグ応援 城萩祭 ・ 大学祭チアス,大会/合宿/演奏会,優勝,,,,,,,ok(12)
東北大学,オリエンテーリング部,体育部正規,,,公認,tohoku_web,https://x.com/suikyu_toh,https://instagram.com/tohoku_orienteering_2023,,https://www.tohoku.ac.jp/japanese/studentinfo/studentlife/02/studentlife0201/dantaiichiran.pdf,,ok(3),,,,,,,,,,,,,水,,,,,,,,,,,,,,,,,,,ボランティア,,,,,ok(2)
東北大学,空手道部,体育部正規,,,公認,tohoku_web,https://x.com/suikyu_toh,https://instagram.com/tohokukarate,,https://www.tohoku.ac.jp/japanese/studentinfo/studentlife/02/studentlife0201/dantaiichiran.pdf,,ok(3),,,,,,,,,,,,,水,,,,,,,,,,,,,,,,,,,ボランティア,,,,,ok(2)
東北大学,弓道部,体育部正規,,,公認,tohoku_web,https://x.com/sokyu1964,https://instagram.com/tohoku.kyudo,,https://tohokugakuyukaikyu.wixsite.com/tonpee,,ok(3),Twitter,,,,,,,,,,,,日,,,,,,,,,,,,,,,do.2023@gmail.com)　(新歓)  [kyudo\_tohoku.ac@hotmail.co.jp](mailto:kyudo_tohoku.ac@hotmail.co.jp)　(主務)  bottom of page,大会,優勝,,,,,,,ok(5)
東北大学,競技舞踏部,体育部正規,,,公認,tohoku_web,https://x.com/tonpei_buken,https://instagram.com/tonpei_buken,,https://tohoku.2025.giving-campaign.jp/groups?id=b3697b50-d53d-4d0d-81cc-ec5e2d34a845,,ok(3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d2pge145h4hrsw.cloudfront.net/tohoku.png; https://d2pge145h4hrsw.cloudfront.net/tohoku.png; https://d3dz0yrkzkfgn0.cloudfront.net/alternative_logomark_image_url/563cc2cd-ee07-46e1-b208-2520ab083bb0.jpg,ok(1)
東北大学,剣道部,体育部正規,,,公認,tohoku_web,https://x.com/tohoku_kendo,https://instagram.com/tohoku_kendo_circle,,https://www.gakuyukai.ihe.tohoku.ac.jp/club/%E5%89%A3%E9%81%93%E3%82%B5%E3%83%BC%E3%82%AF%E3%83%AB/,,ok(3),,,,,,,,,true,,,,金,,あり,,,,,,,,,,,,,,合宿,優勝,,,,,,https://www.gakuyukai.ihe.tohoku.ac.jp/wp-content/uploads/2023/03/logo2.png; https://www.gakuyukai.ihe.tohoku.ac.jp/wp-content/uploads/2025/10/kendou.png,ok(6)
