university,name,code,number,circleguide_url,status,source,twitter,instagram,line,website,email,search_status,nickname,youtube,tiktok,facebook,contact_method,description,appeal,genre,is_intercollege,campus,location_detail,activity_frequency,activity_schedule,atmosphere,camp_info,attendance_policy,member_count,gender_ratio,grade_composition,other_universities,founded_year,allows_dual_membership,accepts_late_entry,entry_requirements,fee_entry,fee_annual,fee_other,shinkan_info,events,achievements,sponsorship_history,external_activities,alumni_careers,annual_budget,event_attendance,photo_urls,extract_status
一橋大学,フィールドホッケー部,体育会,,,公認,hitotsubashi_web,https://x.com/hit_hockey_2022,https://instagram.com/hit_field_hockey,,,,ok(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
一橋大学,軽音楽部,文化団体連合,,,公認,hitotsubashi_web,https://x.com/hit_k_on_,https://instagram.com/hitotsubashi_keion,,,,ok(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
一橋大学,STAY GOLD,その他運動系,,,公認,hitotsubashi_web,https://x.com/2020staygold,https://instagram.com/hit_staygold2023_futsal,,,,ok(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_website
一橋大学,一橋祭運営委員会,自治団体,,,公認,hitotsubashi_web,https://x.com/ikkyosai,https://instagram.com/ikkyosai,,https://campus-map.jp/hit/club/64/,,ok(3),Twitter,https://www.youtube.com/@IKKYOSAIofficial,,,LINE,,,,false,,,月9日,日,,,,,,,,,,可,体験参加後,,,,/img/playbtn.png)  「新歓WeeeeK」紹介動画は、LINE登録で視聴できます（一部サークルは不参加）。  ## 入会までの流れ・必要事項  新歓公式LINEから入会面談と入会申し込みをしていただいた後、選考結果をお待ちく,学園祭/大会,,,,,,,https://campus-map.jp/hit/wp-content/uploads/2024/02/64_一橋祭運営委員会_01.jpg; https://campus-map.jp/hit/wp-content/uploads/2024/02/64_一橋祭運営委員会_02.jpg; https://campus-map.jp/hit/wp-content/uploads/2024/02/64_一橋祭運営委員会_03.jpg,ok(11)
一橋大学,一橋新聞部,自治団体,,,公認,hitotsubashi_web,https://x.com/hitpress,https://instagram.com/hit_press1924,,https://note.com/cogitomember/n/n88d427dd4328,cogito.pr@gmail.com,ok(4),,,,,LINE,,,,false,,,,月,,,,,,,中央,,,,,,,,,学園祭/公演,メディア,,,,,,https://assets.st-note.com/production/uploads/images/93117872/rectangle_large_type_2_e61a39073ec263223e97580f662242da.png,ok(7)
一橋大学,KODAIRA祭実行委員会,自治団体,,,公認,hitotsubashi_web,https://x.com/KODAIRAfes,https://instagram.com/kodairafes,,https://campus-map.jp/hit/club/101/,kodairafes@gmail.com,ok(4),Twitter,https://youtube.com/@koda29th,,,LINE,,,,false,,,週３日,月,,あり,,,,,,,,可,体験参加後,,,,画運営を行っています。    一橋大学の新歓期の集大成を飾るKODAIRA祭を運営するため、ステージ企画や受験生応援企画などの様々な企画運営から、会場整備や広報活動などの裏方業務まで様々な活動に携わることができます。  ![](https:,学園祭/大会/合宿,,,,,,,https://campus-map.jp/hit/wp-content/uploads/2024/02/IMG_0459.jpg; https://campus-map.jp/hit/wp-content/uploads/2024/02/IMG_0461.jpg; https://campus-map.jp/hit/wp-content/uploads/2024/02/IMG_0459.jpg,ok(12)
一橋大学,新入生歓迎委員会,自治団体,,,公認,hitotsubashi_web,https://x.com/hit_u_ski,https://instagram.com/hit_u_ski,,https://hit-shinkan.com/,,ok(3),top,,,,,,,,,,,,日,,あり,,,,,,,,,面接あり,,,,新入生歓迎委員会は、新入生の皆さんが新歓期を十分に楽しめるように新入生を対象としたイベントの主催やサポートを行っています。      また、クラス別面接時に皆さんにお渡しする新入生向け冊子『About Hitotsubashi』の発行も,学園祭/大会/合宿,,,,,,,,ok(6)
一橋大学,体育会合気道部,体育会,,,公認,hitotsubashi_web,https://x.com/hit_aiki,https://instagram.com/hit_aiki,,https://campus-map.jp/hit/club/7/,,ok(3),Twitter,,,,LINE,,,,false,,,週3回,日,初心者歓迎,あり,必須,,,,,,,可,体験参加後/誰でも可,,,,スケジュール  * ### 4月    新歓稽古 * ### 5月    新歓稽古 * ### 6月    - * ### 7月    小平合宿 * ### 8月    遠征合宿 * ### 9月    - * ### 10月    三商合,合宿,,,,,,,https://campus-map.jp/hit/wp-content/uploads/2024/02/007_一橋大学体育会合気道部_011.jpg; https://campus-map.jp/hit/wp-content/uploads/2024/02/007_一橋大学体育会合気道部_061.jpg; https://campus-map.jp/hit/wp-content/uploads/2024/02/007_一橋大学体育会合気道部_051.jpg,ok(13)
一橋大学,体育会アイスホッケー部,体育会,,,公認,hitotsubashi_web,https://x.com/hit_icehockey19,https://instagram.com/hiticehockey,,https://www.hit-icehockey.com/blog,,ok(3),,,,,,,,,,,,週3回,日,,あり,,,,,,,,,,,,,,大会/合宿,,,,,,,,ok(4)
一橋大学,アメリカンフットボール部CRIMSON,体育会,,,公認,hitotsubashi_web,https://x.com/HUcrimson,https://instagram.com/hucrimson,,https://campus-map.jp/hit/club/16/,,ok(3),Twitter,https://www.youtube.com/@crimson4850,,,LINE,,,,true,,グラウンド,週5回,日,初心者歓迎,あり,,,,,,,,可,,,,,を送りたいならアメフト。一橋で最も楽しい新歓はCRIMSON。一橋で最も熱い場所はCRIMSON。アメフトは敷居の高く危険なスポーツというイメージを持たれがちですが、全くそんなことはありません。アメフトは、1人1人の個性が活きる誰もが主役に,大会/合宿,,,,,,,,ok(12)
一橋大学,体育会應援部,体育会,,,公認,hitotsubashi_web,https://x.com/hitouenbu,https://instagram.com/hit.ouenbu,,https://ikkyosai.com/magazine/wordpress/archives/166,,ok(3),,,,https://www.facebook.com/sharer.php,DM/LINE,,,,true,,,月６日,日,ゆるい,,,,,,,,,,,,,,,,,,ボランティア,,,,https://ikkyosai.com/magazine/wordpress/wp-content/uploads/2021/11/1109.png; https://ikkyosai.com/magazine/wordpress/wp-content/uploads/2021/11/IMG_6094-1024x768.jpeg; https://ikkyosai.com/magazine/wordpress/wp-content/uploads/2021/11/IMG_6102-1024x768.jpeg,ok(8)
一橋大学,空手道部,体育会,,,公認,hitotsubashi_web,https://x.com/hit_karateteam,https://instagram.com/hit_karatedo_2020,,https://campus-map.jp/hit/club/22/,,ok(3),,,,,DM/メール/LINE,,,,true,,,週４回,月,初心者歓迎,あり,,,,,東大,,,可,体験参加後,,,,りは全くなかったのですが、友人に誘われて新歓に行き、そのときに高校までの部活動とはまた違った雰囲気の練習でいいなと思い、とっても楽しかったので入部を決めました！！    運動未経験でも、大好きな人もぜひぜひ、馴染みやすいので一回部活の雰囲気,大会/合宿,優勝/準優勝,,,,,,,ok(12)
一橋大学,体育会弓道部,体育会,,,公認,hitotsubashi_web,https://x.com/1900hit_kyudo,https://instagram.com/hit.kyudo2023,,https://campus-map.jp/hit/club/25/,,ok(3),,,,,DM/LINE,,,,true,,教室,週4日,日,,あり,,41人,,,,,,可,,,,,ほかにも魅力はたくさんあるので、ぜひ新歓イベントに足を運んでみてください！一度しかない大学生活で弓道に打ち込むことは、素晴らしい経験になると思います！！一緒に弓道部で大学生活を楽しみましょう！  ## ぶっちゃけQ&A  ### このサ,大会/合宿,,,,,,,https://campus-map.jp/hit/wp-content/uploads/2024/02/025_弓道部_01.webp; https://campus-map.jp/hit/wp-content/uploads/2024/02/IMG_4276.webp; https://campus-map.jp/hit/wp-content/uploads/2024/02/IMG_4298.jpg,ok(11)
一橋大学,ALL一橋競技ダンス部,体育会,,,公認,hitotsubashi_web,https://x.com/hitotsuba_brdc,https://instagram.com/hitotsubashi_ballroom,,https://campus-map.jp/hit/club/100/,,ok(3),Twitter,,,,DM/LINE,,,,true,,体育館/教室,月9日,日,アットホーム,あり,,,,,,,,可,,,,,/img/playbtn.png)  「新歓WeeeeK」紹介動画は、LINE登録で視聴できます（一部サークルは不参加）。  ## 入会までの流れ・必要事項  SNSへのDMか公式LINEへの連絡を頂ければご案内します！  |  |  |,合宿,,,,,,,https://campus-map.jp/hit/wp-content/uploads/2024/02/IMG_3637.jpg; https://campus-map.jp/hit/wp-content/uploads/2024/02/IMG_3633.jpg; https://campus-map.jp/hit/wp-content/uploads/2024/02/IMG_3634.jpg,ok(12)
一橋大学,剣道部,体育会,,,公認,hitotsubashi_web,https://x.com/hitoken_yubikan,https://instagram.com/hitotsubashi_kendo,,https://campus-map.jp/hit/club/29/,,ok(3),Twitter,https://youtube.com/@hitkenvideo,,,LINE,,,,false,,部室,週4回,日,,あり,,,,,,,,可,,,,,スケジュール  * ### 4月    新歓活動 * ### 5月    関東学生剣道選手権大会/関東女子学生剣道選手権大会 * ### 6月    東京都学生剣道選手権大会/東京都女子学生剣道選手権大会/東京地区国公立大/東北大学定期戦,大会/合宿,優勝,,,,,,https://campus-map.jp/hit/wp-content/uploads/2024/02/029_剣道部_01-1.jpg; https://campus-map.jp/hit/wp-content/uploads/2024/02/029_剣道部_08.jpg; https://campus-map.jp/hit/wp-content/uploads/2024/02/029_剣道部_07-1.jpg,ok(13)
